id_a,firstname_a,middlename_a,surname_a,sex_a,postcode_a,dob_a,first1_a,first2_a,middle1_a,middle2_a,sur1_a,sur2_a,title_a,shortfirst1_a,initfirst1_a,shortfirst2_a,initfirst2_a,shortmiddle1_a,initmiddle1_a,shortmiddle2_a,initmiddle2_a,shortsur1_a,initsur1_a,shortsur2_a,initsur2_a,initials_a,daybirth_a,monthbirth_a,yearbirth_a,pcarea_a,pcdistrict_a,age_a,id_b,firstname_b,middlename_b,surname_b,sex_b,postcode_b,dob_b,first1_b,first2_b,middle1_b,middle2_b,sur1_b,sur2_b,title_b,shortfirst1_b,initfirst1_b,shortfirst2_b,initfirst2_b,shortmiddle1_b,initmiddle1_b,shortmiddle2_b,initmiddle2_b,shortsur1_b,initsur1_b,shortsur2_b,initsur2_b,initials_b,daybirth_b,monthbirth_b,yearbirth_b,pcarea_b,pcdistrict_b,age_b,Match_Status,matched_on
BD208NZ_23,,THEO,JAMES,1,BD208NZ,1993-02-04,,,THEO,,JAMES,,,,,,,THE,T,,,JAM,J,,,TJ,4,2,1993,BD,BD20,33,BD208NZ_23,,THEO,JAMES,1,BD208NZ,1993-02-04,,,THEO,,JAMES,,,,,,,THE,T,,,JAM,J,,,TJ,4,2,1993,BD,BD20,33,1,EXACT
BD208NZ_24,HOLLIE,LENA,,2,BD208NZ,1992-01-08,HOLLIE,,LENA,,,,,HOL,H,,,LEN,L,,,,,,,HL,8,1,1992,BD,BD20,34,BD208NZ_24,HOLLIE,LENA,,2,BD208NZ,1992-01-08,HOLLIE,,LENA,,,,,HOL,H,,,LEN,L,,,,,,,HL,8,1,1992,BD,BD20,34,1,EXACT
BD208NZ_25,,DAISY,HOPKINS,2,BD208NZ,1991-01-01,,,DAISY,,HOPKINS,,,,,,,DAI,D,,,HOP,H,,,DH,1,1,1991,BD,BD20,35,BD208NZ_25,,DAISY,HOPKINS,2,BD208NZ,1991-01-01,,,DAISY,,HOPKINS,,,,,,,DAI,D,,,HOP,H,,,DH,1,1,1991,BD,BD20,35,1,EXACT
BD208NZ_27,MUHAMMAD,,ROBINSON,1,BD208NZ,1989-01-04,MUHAMMAD,,,,ROBINSON,,,MUH,M,,,,,,,ROB,R,,,MR,4,1,1989,BD,BD20,37,BD208NZ_27,MUHAMMAD,,ROBINSON,1,BD208NZ,1989-01-04,MUHAMMAD,,,,ROBINSON,,,MUH,M,,,,,,,ROB,R,,,MR,4,1,1989,BD,BD20,37,1,EXACT
BD208NZ_35,LUCAS,,ROBINSON,1,BD208NZ,1987-02-02,LUCAS,,,,ROBINSON,,,LUC,L,,,,,,,ROB,R,,,LR,2,2,1987,BD,BD20,39,BD208NZ_35,LUCAS,,ROBINSON,1,BD208NZ,1987-02-02,LUCAS,,,,ROBINSON,,,LUC,L,,,,,,,ROB,R,,,LR,2,2,1987,BD,BD20,39,1,EXACT
BD208NZ_37,,GEORGE,COLLINS,1,BD208NZ,1984-02-04,,,GEORGE,,COLLINS,,,,,,,GEO,G,,,COL,C,,,GC,4,2,1984,BD,BD20,42,BD208NZ_37,,GEORGE,COLLINS,1,BD208NZ,1984-02-04,,,GEORGE,,COLLINS,,,,,,,GEO,G,,,COL,C,,,GC,4,2,1984,BD,BD20,42,1,EXACT
BD208NZ_4,,GEORGE,ROBINSON,1,BD208NZ,1985-01-01,,,GEORGE,,ROBINSON,,,,,,,GEO,G,,,ROB,R,,,GR,1,1,1985,BD,BD20,41,BD208NZ_4,,GEORGE,ROBINSON,1,BD208NZ,1985-01-01,,,GEORGE,,ROBINSON,,,,,,,GEO,G,,,ROB,R,,,GR,1,1,1985,BD,BD20,41,1,EXACT
BD208NZ_41,HOPE,LENA,EVANS,2,BD208NZ,1984-02-02,HOPE,,LENA,,EVANS,,,HOP,H,,,LEN,L,,,EVA,E,,,HLE,2,2,1984,BD,BD20,42,BD208NZ_41,HOPE,LENA,EVANS,2,BD208NZ,1984-02-02,HOPE,,LENA,,EVANS,,,HOP,H,,,LEN,L,,,EVA,E,,,HLE,2,2,1984,BD,BD20,42,1,EXACT
BD208NZ_44,DYLAN,MUHAMMAD,CHAPMAN,1,BD208NZ,1983-01-02,DYLAN,,MUHAMMAD,,CHAPMAN,,,DYL,D,,,MUH,M,,,CHA,C,,,DMC,2,1,1983,BD,BD20,43,BD208NZ_44,DYLAN,MUHAMMAD,CHAPMAN,1,BD208NZ,1983-01-02,DYLAN,,MUHAMMAD,,CHAPMAN,,,DYL,D,,,MUH,M,,,CHA,C,,,DMC,2,1,1983,BD,BD20,43,1,EXACT
BD208NZ_47,,LUCIE,JAMES,2,BD208NZ,1986-01-06,,,LUCIE,,JAMES,,,,,,,LUC,L,,,JAM,J,,,LJ,6,1,1986,BD,BD20,40,BD208NZ_47,,LUCIE,JAMES,2,BD208NZ,1986-01-06,,,LUCIE,,JAMES,,,,,,,LUC,L,,,JAM,J,,,LJ,6,1,1986,BD,BD20,40,1,EXACT
BD208NZ_5,ESME,,COLLINS,2,BD208NZ,1985-01-05,ESME,,,,COLLINS,,,ESM,E,,,,,,,COL,C,,,EC,5,1,1985,BD,BD20,41,BD208NZ_5,ESME,,COLLINS,2,BD208NZ,1985-01-05,ESME,,,,COLLINS,,,ESM,E,,,,,,,COL,C,,,EC,5,1,1985,BD,BD20,41,1,EXACT
BD208NZ_54,MADDISON,DAISY,BOOTH,2,BD208NZ,1988-01-03,MADDISON,,DAISY,,BOOTH,,,MAD,M,,,DAI,D,,,BOO,B,,,MDB,3,1,1988,BD,BD20,38,BD208NZ_54,MADDISON,DAISY,BOOTH,2,BD208NZ,1988-01-03,MADDISON,,DAISY,,BOOTH,,,MAD,M,,,DAI,D,,,BOO,B,,,MDB,3,1,1988,BD,BD20,38,1,EXACT
BD208NZ_55,FLORENCE,HOPE,,2,BD208NZ,1989-01-01,FLORENCE,,HOPE,,,,,FLO,F,,,HOP,H,,,,,,,FH,1,1,1989,BD,BD20,37,BD208NZ_55,FLORENCE,HOPE,,2,BD208NZ,1989-01-01,FLORENCE,,HOPE,,,,,FLO,F,,,HOP,H,,,,,,,FH,1,1,1989,BD,BD20,37,1,EXACT
BD208NZ_57,,FLORENCE,ROBINSON,2,BD208NZ,1988-01-04,,,FLORENCE,,ROBINSON,,,,,,,FLO,F,,,ROB,R,,,FR,4,1,1988,BD,BD20,38,BD208NZ_57,,FLORENCE,ROBINSON,2,BD208NZ,1988-01-04,,,FLORENCE,,ROBINSON,,,,,,,FLO,F,,,ROB,R,,,FR,4,1,1988,BD,BD20,38,1,EXACT
BD208NZ_58,GEORGE,,HARRISON,1,BD208NZ,1984-01-06,GEORGE,,,,HARRISON,,,GEO,G,,,,,,,HAR,H,,,GH,6,1,1984,BD,BD20,42,BD208NZ_58,GEORGE,,HARRISON,1,BD208NZ,1984-01-06,GEORGE,,,,HARRISON,,,GEO,G,,,,,,,HAR,H,,,GH,6,1,1984,BD,BD20,42,1,EXACT
BD208NZ_6,GEORGE,LUCAS,MURRAY,1,BD208NZ,1988-01-06,GEORGE,,LUCAS,,MURRAY,,,GEO,G,,,LUC,L,,,MUR,M,,,GLM,6,1,1988,BD,BD20,38,BD208NZ_6,GEORGE,LUCAS,MURRAY,1,BD208NZ,1988-01-06,GEORGE,,LUCAS,,MURRAY,,,GEO,G,,,LUC,L,,,MUR,M,,,GLM,6,1,1988,BD,BD20,38,1,EXACT
BD208NZ_61,DAISY,MADDISON,BOOTH,2,BD208NZ,1990-03-08,DAISY,,MADDISON,,BOOTH,,,DAI,D,,,MAD,M,,,BOO,B,,,DMB,8,3,1990,BD,BD20,36,BD208NZ_61,DAISY,MADDISON,BOOTH,2,BD208NZ,1990-03-08,DAISY,,MADDISON,,BOOTH,,,DAI,D,,,MAD,M,,,BOO,B,,,DMB,8,3,1990,BD,BD20,36,1,EXACT
BD208NZ_62,GEORGE,,ROBINSON,1,BD208NZ,1987-03-04,GEORGE,,,,ROBINSON,,,GEO,G,,,,,,,ROB,R,,,GR,4,3,1987,BD,BD20,39,BD208NZ_62,GEORGE,,ROBINSON,1,BD208NZ,1987-03-04,GEORGE,,,,ROBINSON,,,GEO,G,,,,,,,ROB,R,,,GR,4,3,1987,BD,BD20,39,1,EXACT
BD208NZ_65,,DYLAN,ROBINSON,1,BD208NZ,1987-03-02,,,DYLAN,,ROBINSON,,,,,,,DYL,D,,,ROB,R,,,DR,2,3,1987,BD,BD20,39,BD208NZ_65,,DYLAN,ROBINSON,1,BD208NZ,1987-03-02,,,DYLAN,,ROBINSON,,,,,,,DYL,D,,,ROB,R,,,DR,2,3,1987,BD,BD20,39,1,EXACT
BD208NZ_68,ESME,LUCIE,ROBINSON,2,BD208NZ,1985-01-07,ESME,,LUCIE,,ROBINSON,,,ESM,E,,,LUC,L,,,ROB,R,,,ELR,7,1,1985,BD,BD20,41,BD208NZ_68,ESME,LUCIE,ROBINSON,2,BD208NZ,1985-01-07,ESME,,LUCIE,,ROBINSON,,,ESM,E,,,LUC,L,,,ROB,R,,,ELR,7,1,1985,BD,BD20,41,1,EXACT
BD208NZ_7,MUHAMMAD,,JAMES,1,BD208NZ,1988-01-03,MUHAMMAD,,,,JAMES,,,MUH,M,,,,,,,JAM,J,,,MJ,3,1,1988,BD,BD20,38,BD208NZ_7,MUHAMMAD,,JAMES,1,BD208NZ,1988-01-03,MUHAMMAD,,,,JAMES,,,MUH,M,,,,,,,JAM,J,,,MJ,3,1,1988,BD,BD20,38,1,EXACT
BD208NZ_71,CAMERON,GEORGE,HARRISON,1,BD208NZ,1986-01-03,CAMERON,,GEORGE,,HARRISON,,,CAM,C,,,GEO,G,,,HAR,H,,,CGH,3,1,1986,BD,BD20,40,BD208NZ_71,CAMERON,GEORGE,HARRISON,1,BD208NZ,1986-01-03,CAMERON,,GEORGE,,HARRISON,,,CAM,C,,,GEO,G,,,HAR,H,,,CGH,3,1,1986,BD,BD20,40,1,EXACT
BD208NZ_73,MADDISON,,JAMES,2,BD208NZ,1992-02-07,MADDISON,,,,JAMES,,,MAD,M,,,,,,,JAM,J,,,MJ,7,2,1992,BD,BD20,34,BD208NZ_73,MADDISON,,JAMES,2,BD208NZ,1992-02-07,MADDISON,,,,JAMES,,,MAD,M,,,,,,,JAM,J,,,MJ,7,2,1992,BD,BD20,34,1,EXACT
BD208NZ_74,DYLAN,THEO,ROBINSON,1,BD208NZ,1986-03-04,DYLAN,,THEO,,ROBINSON,,,DYL,D,,,THE,T,,,ROB,R,,,DTR,4,3,1986,BD,BD20,40,BD208NZ_74,DYLAN,THEO,ROBINSON,1,BD208NZ,1986-03-04,DYLAN,,THEO,,ROBINSON,,,DYL,D,,,THE,T,,,ROB,R,,,DTR,4,3,1986,BD,BD20,40,1,EXACT
BD208NZ_78,,DAISY,,2,BD208NZ,1988-01-07,,,DAISY,,,,,,,,,DAI,D,,,,,,,D,7,1,1988,BD,BD20,38,BD208NZ_78,,DAISY,,2,BD208NZ,1988-01-07,,,DAISY,,,,,,,,,DAI,D,,,,,,,D,7,1,1988,BD,BD20,38,1,EXACT
BD208NZ_87,DYLAN,HARRISON,MURRAY,1,BD208NZ,1987-02-07,DYLAN,,HARRISON,,MURRAY,,,DYL,D,,,HAR,H,,,MUR,M,,,DHM,7,2,1987,BD,BD20,39,BD208NZ_87,DYLAN,HARRISON,MURRAY,1,BD208NZ,1987-02-07,DYLAN,,HARRISON,,MURRAY,,,DYL,D,,,HAR,H,,,MUR,M,,,DHM,7,2,1987,BD,BD20,39,1,EXACT
BD208NZ_89,FLORENCE,,COLLINS,2,BD208NZ,1986-02-01,FLORENCE,,,,COLLINS,,,FLO,F,,,,,,,COL,C,,,FC,1,2,1986,BD,BD20,40,BD208NZ_89,FLORENCE,,COLLINS,2,BD208NZ,1986-02-01,FLORENCE,,,,COLLINS,,,FLO,F,,,,,,,COL,C,,,FC,1,2,1986,BD,BD20,40,1,EXACT
BD208NZ_9,CALLUM,MUHAMMAD,ROBINSON,1,BD208NZ,1988-02-08,CALLUM,,MUHAMMAD,,ROBINSON,,,CAL,C,,,MUH,M,,,ROB,R,,,CMR,8,2,1988,BD,BD20,38,BD208NZ_9,CALLUM,MUHAMMAD,ROBINSON,1,BD208NZ,1988-02-08,CALLUM,,MUHAMMAD,,ROBINSON,,,CAL,C,,,MUH,M,,,ROB,R,,,CMR,8,2,1988,BD,BD20,38,1,EXACT
BD208NZ_90,,HARRISON,HOPKINS,1,BD208NZ,1991-01-08,,,HARRISON,,HOPKINS,,,,,,,HAR,H,,,HOP,H,,,HH,8,1,1991,BD,BD20,35,BD208NZ_90,,HARRISON,HOPKINS,1,BD208NZ,1991-01-08,,,HARRISON,,HOPKINS,,,,,,,HAR,H,,,HOP,H,,,HH,8,1,1991,BD,BD20,35,1,EXACT
BD208NZ_95,DAISY,THEA,EVANS,2,BD208NZ,1989-01-03,DAISY,,THEA,,EVANS,,,DAI,D,,,THE,T,,,EVA,E,,,DTE,3,1,1989,BD,BD20,37,BD208NZ_95,DAISY,THEA,EVANS,2,BD208NZ,1989-01-03,DAISY,,THEA,,EVANS,,,DAI,D,,,THE,T,,,EVA,E,,,DTE,3,1,1989,BD,BD20,37,1,EXACT
BD208NZ_98,LYLA,HOLLIE,CHAPMAN,2,BD208NZ,1984-03-07,LYLA,,HOLLIE,,CHAPMAN,,,LYL,L,,,HOL,H,,,CHA,C,,,LHC,7,3,1984,BD,BD20,42,BD208NZ_98,LYLA,HOLLIE,CHAPMAN,2,BD208NZ,1984-03-07,LYLA,,HOLLIE,,CHAPMAN,,,LYL,L,,,HOL,H,,,CHA,C,,,LHC,7,3,1984,BD,BD20,42,1,EXACT
BD208NZ_99,HOPE,,HOPKINS,2,BD208NZ,1986-01-08,HOPE,,,,HOPKINS,,,HOP,H,,,,,,,HOP,H,,,HH,8,1,1986,BD,BD20,40,BD208NZ_99,HOPE,,HOPKINS,2,BD208NZ,1986-01-08,HOPE,,,,HOPKINS,,,HOP,H,,,,,,,HOP,H,,,HH,8,1,1986,BD,BD20,40,1,EXACT
BD208RJ_100,MADDISON,HOLLIE,ROBINSON,2,BD208RJ,1991-01-04,MADDISON,,HOLLIE,,ROBINSON,,,MAD,M,,,HOL,H,,,ROB,R,,,MHR,4,1,1991,BD,BD20,35,BD208RJ_100,MADDISON,HOLLIE,ROBINSON,2,BD208RJ,1991-01-04,MADDISON,,HOLLIE,,ROBINSON,,,MAD,M,,,HOL,H,,,ROB,R,,,MHR,4,1,1991,BD,BD20,35,1,EXACT
BD208RJ_101,HARRISON,CAMERON,ROBINSON,1,BD208RJ,1986-01-05,HARRISON,,CAMERON,,ROBINSON,,,HAR,H,,,CAM,C,,,ROB,R,,,HCR,5,1,1986,BD,BD20,40,BD208RJ_101,HARRISON,CAMERON,ROBINSON,1,BD208RJ,1986-01-05,HARRISON,,CAMERON,,ROBINSON,,,HAR,H,,,CAM,C,,,ROB,R,,,HCR,5,1,1986,BD,BD20,40,1,EXACT
BD208RJ_103,DYLAN,GEORGE,EVANS,1,BD208RJ,1987-02-08,DYLAN,,GEORGE,,EVANS,,,DYL,D,,,GEO,G,,,EVA,E,,,DGE,8,2,1987,BD,BD20,39,BD208RJ_103,DYLAN,GEORGE,EVANS,1,BD208RJ,1987-02-08,DYLAN,,GEORGE,,EVANS,,,DYL,D,,,GEO,G,,,EVA,E,,,DGE,8,2,1987,BD,BD20,39,1,EXACT
BD208RJ_106,THEO,CALLUM,,1,BD208RJ,1983-03-06,THEO,,CALLUM,,,,,THE,T,,,CAL,C,,,,,,,TC,6,3,1983,BD,BD20,43,BD208RJ_106,THEO,CALLUM,,1,BD208RJ,1983-03-06,THEO,,CALLUM,,,,,THE,T,,,CAL,C,,,,,,,TC,6,3,1983,BD,BD20,43,1,EXACT
BD208RJ_107,CHARLIE,,COLLINS,1,BD208RJ,1991-01-01,CHARLIE,,,,COLLINS,,,CHA,C,,,,,,,COL,C,,,CC,1,1,1991,BD,BD20,35,BD208RJ_107,CHARLIE,,COLLINS,1,BD208RJ,1991-01-01,CHARLIE,,,,COLLINS,,,CHA,C,,,,,,,COL,C,,,CC,1,1,1991,BD,BD20,35,1,EXACT
BD208RJ_111,GEORGE,CHARLIE,HARRISON,1,BD208RJ,1990-02-05,GEORGE,,CHARLIE,,HARRISON,,,GEO,G,,,CHA,C,,,HAR,H,,,GCH,5,2,1990,BD,BD20,36,BD208RJ_111,GEORGE,CHARLIE,HARRISON,1,BD208RJ,1990-02-05,GEORGE,,CHARLIE,,HARRISON,,,GEO,G,,,CHA,C,,,HAR,H,,,GCH,5,2,1990,BD,BD20,36,1,EXACT
BD208RJ_114,DAISY,LENA,COLLINS,2,BD208RJ,1992-01-01,DAISY,,LENA,,COLLINS,,,DAI,D,,,LEN,L,,,COL,C,,,DLC,1,1,1992,BD,BD20,34,BD208RJ_114,DAISY,LENA,COLLINS,2,BD208RJ,1992-01-01,DAISY,,LENA,,COLLINS,,,DAI,D,,,LEN,L,,,COL,C,,,DLC,1,1,1992,BD,BD20,34,1,EXACT
BD208RJ_116,HARRISON,,EVANS,1,BD208RJ,1988-02-04,HARRISON,,,,EVANS,,,HAR,H,,,,,,,EVA,E,,,HE,4,2,1988,BD,BD20,38,BD208RJ_116,HARRISON,,EVANS,1,BD208RJ,1988-02-04,HARRISON,,,,EVANS,,,HAR,H,,,,,,,EVA,E,,,HE,4,2,1988,BD,BD20,38,1,EXACT
BD208RJ_119,DAISY,,ROBINSON,2,BD208RJ,1993-02-05,DAISY,,,,ROBINSON,,,DAI,D,,,,,,,ROB,R,,,DR,5,2,1993,BD,BD20,33,BD208RJ_119,DAISY,,ROBINSON,2,BD208RJ,1993-02-05,DAISY,,,,ROBINSON,,,DAI,D,,,,,,,ROB,R,,,DR,5,2,1993,BD,BD20,33,1,EXACT
BD208RJ_124,LUCAS,,ROBINSON,1,BD208RJ,1992-01-02,LUCAS,,,,ROBINSON,,,LUC,L,,,,,,,ROB,R,,,LR,2,1,1992,BD,BD20,34,BD208RJ_124,LUCAS,,ROBINSON,1,BD208RJ,1992-01-02,LUCAS,,,,ROBINSON,,,LUC,L,,,,,,,ROB,R,,,LR,2,1,1992,BD,BD20,34,1,EXACT
BD208RJ_16,DAISY,HOLLIE,HOPKINS,2,BD208RJ,1988-01-04,DAISY,,HOLLIE,,HOPKINS,,,DAI,D,,,HOL,H,,,HOP,H,,,DHH,4,1,1988,BD,BD20,38,BD208RJ_16,DAISY,HOLLIE,HOPKINS,2,BD208RJ,1988-01-04,DAISY,,HOLLIE,,HOPKINS,,,DAI,D,,,HOL,H,,,HOP,H,,,DHH,4,1,1988,BD,BD20,38,1,EXACT
BD208RJ_17,LENA,HOLLIE,HARRISON,2,BD208RJ,1987-01-06,LENA,,HOLLIE,,HARRISON,,,LEN,L,,,HOL,H,,,HAR,H,,,LHH,6,1,1987,BD,BD20,39,BD208RJ_17,LENA,HOLLIE,HARRISON,2,BD208RJ,1987-01-06,LENA,,HOLLIE,,HARRISON,,,LEN,L,,,HOL,H,,,HAR,H,,,LHH,6,1,1987,BD,BD20,39,1,EXACT
BD208RJ_18,DAISY,,EVANS,2,BD208RJ,1988-01-07,DAISY,,,,EVANS,,,DAI,D,,,,,,,EVA,E,,,DE,7,1,1988,BD,BD20,38,BD208RJ_18,DAISY,,EVANS,2,BD208RJ,1988-01-07,DAISY,,,,EVANS,,,DAI,D,,,,,,,EVA,E,,,DE,7,1,1988,BD,BD20,38,1,EXACT
BD208RJ_2,HARRISON,DYLAN,HOPKINS,1,BD208RJ,1985-03-08,HARRISON,,DYLAN,,HOPKINS,,,HAR,H,,,DYL,D,,,HOP,H,,,HDH,8,3,1985,BD,BD20,41,BD208RJ_2,HARRISON,DYLAN,HOPKINS,1,BD208RJ,1985-03-08,HARRISON,,DYLAN,,HOPKINS,,,HAR,H,,,DYL,D,,,HOP,H,,,HDH,8,3,1985,BD,BD20,41,1,EXACT
BD208RJ_24,FLORENCE,,CHAPMAN,2,BD208RJ,1993-03-02,FLORENCE,,,,CHAPMAN,,,FLO,F,,,,,,,CHA,C,,,FC,2,3,1993,BD,BD20,33,BD208RJ_24,FLORENCE,,CHAPMAN,2,BD208RJ,1993-03-02,FLORENCE,,,,CHAPMAN,,,FLO,F,,,,,,,CHA,C,,,FC,2,3,1993,BD,BD20,33,1,EXACT
BD208RJ_28,DAISY,,COLLINS,2,BD208RJ,1987-01-03,DAISY,,,,COLLINS,,,DAI,D,,,,,,,COL,C,,,DC,3,1,1987,BD,BD20,39,BD208RJ_28,DAISY,,COLLINS,2,BD208RJ,1987-01-03,DAISY,,,,COLLINS,,,DAI,D,,,,,,,COL,C,,,DC,3,1,1987,BD,BD20,39,1,EXACT
BD208RJ_29,MUHAMMAD,GEORGE,,1,BD208RJ,1986-01-05,MUHAMMAD,,GEORGE,,,,,MUH,M,,,GEO,G,,,,,,,MG,5,1,1986,BD,BD20,40,BD208RJ_29,MUHAMMAD,GEORGE,,1,BD208RJ,1986-01-05,MUHAMMAD,,GEORGE,,,,,MUH,M,,,GEO,G,,,,,,,MG,5,1,1986,BD,BD20,40,1,EXACT
BD208RJ_3,LUCAS,GEORGE,ROBINSON,1,BD208RJ,1983-01-01,LUCAS,,GEORGE,,ROBINSON,,,LUC,L,,,GEO,G,,,ROB,R,,,LGR,1,1,1983,BD,BD20,43,BD208RJ_3,LUCAS,GEORGE,ROBINSON,1,BD208RJ,1983-01-01,LUCAS,,GEORGE,,ROBINSON,,,LUC,L,,,GEO,G,,,ROB,R,,,LGR,1,1,1983,BD,BD20,43,1,EXACT
BD208RJ_43,DYLAN,THEO,WALLACE,1,BD208RJ,1989-01-04,DYLAN,,THEO,,WALLACE,,,DYL,D,,,THE,T,,,WAL,W,,,DTW,4,1,1989,BD,BD20,37,BD208RJ_43,DYLAN,THEO,WALLACE,1,BD208RJ,1989-01-04,DYLAN,,THEO,,WALLACE,,,DYL,D,,,THE,T,,,WAL,W,,,DTW,4,1,1989,BD,BD20,37,1,EXACT
BD208RJ_52,DAISY,LYLA,HOPKINS,2,BD208RJ,1984-02-07,DAISY,,LYLA,,HOPKINS,,,DAI,D,,,LYL,L,,,HOP,H,,,DLH,7,2,1984,BD,BD20,42,BD208RJ_52,DAISY,LYLA,HOPKINS,2,BD208RJ,1984-02-07,DAISY,,LYLA,,HOPKINS,,,DAI,D,,,LYL,L,,,HOP,H,,,DLH,7,2,1984,BD,BD20,42,1,EXACT
BD208RJ_60,LYLA,,HARRISON,2,BD208RJ,1993-03-07,LYLA,,,,HARRISON,,,LYL,L,,,,,,,HAR,H,,,LH,7,3,1993,BD,BD20,33,BD208RJ_60,LYLA,,HARRISON,2,BD208RJ,1993-03-07,LYLA,,,,HARRISON,,,LYL,L,,,,,,,HAR,H,,,LH,7,3,1993,BD,BD20,33,1,EXACT
BD208RJ_62,,LUCAS,COLLINS,1,BD208RJ,1987-03-03,,,LUCAS,,COLLINS,,,,,,,LUC,L,,,COL,C,,,LC,3,3,1987,BD,BD20,39,BD208RJ_62,,LUCAS,COLLINS,1,BD208RJ,1987-03-03,,,LUCAS,,COLLINS,,,,,,,LUC,L,,,COL,C,,,LC,3,3,1987,BD,BD20,39,1,EXACT
BD208RJ_63,DAISY,,WALLACE,2,BD208RJ,1983-03-08,DAISY,,,,WALLACE,,,DAI,D,,,,,,,WAL,W,,,DW,8,3,1983,BD,BD20,43,BD208RJ_63,DAISY,,WALLACE,2,BD208RJ,1983-03-08,DAISY,,,,WALLACE,,,DAI,D,,,,,,,WAL,W,,,DW,8,3,1983,BD,BD20,43,1,EXACT
BD208RJ_66,THEO,CHARLIE,EVANS,1,BD208RJ,1989-02-06,THEO,,CHARLIE,,EVANS,,,THE,T,,,CHA,C,,,EVA,E,,,TCE,6,2,1989,BD,BD20,37,BD208RJ_66,THEO,CHARLIE,EVANS,1,BD208RJ,1989-02-06,THEO,,CHARLIE,,EVANS,,,THE,T,,,CHA,C,,,EVA,E,,,TCE,6,2,1989,BD,BD20,37,1,EXACT
BD208RJ_71,DAISY,,JAMES,2,BD208RJ,1985-01-06,DAISY,,,,JAMES,,,DAI,D,,,,,,,JAM,J,,,DJ,6,1,1985,BD,BD20,41,BD208RJ_71,DAISY,,JAMES,2,BD208RJ,1985-01-06,DAISY,,,,JAMES,,,DAI,D,,,,,,,JAM,J,,,DJ,6,1,1985,BD,BD20,41,1,EXACT
BD208RJ_73,LUCAS,,,1,BD208RJ,1992-03-02,LUCAS,,,,,,,LUC,L,,,,,,,,,,,L,2,3,1992,BD,BD20,34,BD208RJ_73,LUCAS,,,1,BD208RJ,1992-03-02,LUCAS,,,,,,,LUC,L,,,,,,,,,,,L,2,3,1992,BD,BD20,34,1,EXACT
BD208RJ_74,,GEORGE,JAMES,1,BD208RJ,1989-02-04,,,GEORGE,,JAMES,,,,,,,GEO,G,,,JAM,J,,,GJ,4,2,1989,BD,BD20,37,BD208RJ_74,,GEORGE,JAMES,1,BD208RJ,1989-02-04,,,GEORGE,,JAMES,,,,,,,GEO,G,,,JAM,J,,,GJ,4,2,1989,BD,BD20,37,1,EXACT
BD208RJ_76,HARRISON,MUHAMMAD,HARRISON,1,BD208RJ,1988-03-02,HARRISON,,MUHAMMAD,,HARRISON,,,HAR,H,,,MUH,M,,,HAR,H,,,HMH,2,3,1988,BD,BD20,38,BD208RJ_76,HARRISON,MUHAMMAD,HARRISON,1,BD208RJ,1988-03-02,HARRISON,,MUHAMMAD,,HARRISON,,,HAR,H,,,MUH,M,,,HAR,H,,,HMH,2,3,1988,BD,BD20,38,1,EXACT
BD208RJ_77,GEORGE,,HOPKINS,1,BD208RJ,1987-02-04,GEORGE,,,,HOPKINS,,,GEO,G,,,,,,,HOP,H,,,GH,4,2,1987,BD,BD20,39,BD208RJ_77,GEORGE,,HOPKINS,1,BD208RJ,1987-02-04,GEORGE,,,,HOPKINS,,,GEO,G,,,,,,,HOP,H,,,GH,4,2,1987,BD,BD20,39,1,EXACT
BD208RJ_79,THEA,,JAMES,2,BD208RJ,1985-02-07,THEA,,,,JAMES,,,THE,T,,,,,,,JAM,J,,,TJ,7,2,1985,BD,BD20,41,BD208RJ_79,THEA,,JAMES,2,BD208RJ,1985-02-07,THEA,,,,JAMES,,,THE,T,,,,,,,JAM,J,,,TJ,7,2,1985,BD,BD20,41,1,EXACT
BD208RJ_80,HARRISON,LUCAS,JAMES,1,BD208RJ,1992-01-02,HARRISON,,LUCAS,,JAMES,,,HAR,H,,,LUC,L,,,JAM,J,,,HLJ,2,1,1992,BD,BD20,34,BD208RJ_80,HARRISON,LUCAS,JAMES,1,BD208RJ,1992-01-02,HARRISON,,LUCAS,,JAMES,,,HAR,H,,,LUC,L,,,JAM,J,,,HLJ,2,1,1992,BD,BD20,34,1,EXACT
BD208RJ_81,GEORGE,,HARRISON,1,BD208RJ,1986-01-02,GEORGE,,,,HARRISON,,,GEO,G,,,,,,,HAR,H,,,GH,2,1,1986,BD,BD20,40,BD208RJ_81,GEORGE,,HARRISON,1,BD208RJ,1986-01-02,GEORGE,,,,HARRISON,,,GEO,G,,,,,,,HAR,H,,,GH,2,1,1986,BD,BD20,40,1,EXACT
BD208RJ_86,GEORGE,HARRISON,ROBINSON,1,BD208RJ,1987-03-04,GEORGE,,HARRISON,,ROBINSON,,,GEO,G,,,HAR,H,,,ROB,R,,,GHR,4,3,1987,BD,BD20,39,BD208RJ_86,GEORGE,HARRISON,ROBINSON,1,BD208RJ,1987-03-04,GEORGE,,HARRISON,,ROBINSON,,,GEO,G,,,HAR,H,,,ROB,R,,,GHR,4,3,1987,BD,BD20,39,1,EXACT
